round,acc,bytes_up,bytes_down,round_time,agg_time,active_clients,seed,secure_mode,num_clients,dropout_prob,avg_train_loss,avg_train_accuracy,avg_train_time,avg_sec_time,avg_client_bytes_up
1,0.682741105556488,24340,21780,8.518114566802979,0.0010106563568115234,5,42,mask,8,0.3,0.5391149803446996,0.7791613698005676,0.029100799560546876,0.00019989013671875,4868.0
2,0.682741105556488,24340,21780,0.10549759864807129,0.0009996891021728516,5,42,mask,8,0.3,0.4647432007775979,0.8015247821807862,0.026001834869384767,0.0004000663757324219,4868.0
3,0.682741105556488,24340,21780,0.10551595687866211,0.0009989738464355469,5,42,mask,8,0.3,0.4129292073175595,0.8227445960044861,0.0278012752532959,0.0,4868.0
4,0.682741105556488,24340,21780,0.09752702713012695,0.0009996891021728516,5,42,mask,8,0.3,0.41605010502977624,0.8043202042579651,0.027022123336791992,0.0002002716064453125,4868.0
5,0.682741105556488,24340,21780,0.10052347183227539,0.0,5,42,mask,8,0.3,0.38270493329252947,0.8288437128067017,0.02620973587036133,0.0,4868.0
6,0.682741105556488,24340,21780,0.10501813888549805,0.0010106563568115234,5,42,mask,8,0.3,0.36554608618819273,0.8068615078926087,0.02760028839111328,0.00039215087890625,4868.0
7,0.682741105556488,24340,21780,0.10751175880432129,0.0010001659393310547,5,42,mask,8,0.3,0.33249592525456123,0.8280813217163085,0.027399396896362303,0.0,4868.0
8,0.8705583810806274,24340,21780,0.10452413558959961,0.0009999275207519531,5,42,mask,8,0.3,0.29973543130306307,0.8391359686851502,0.026798772811889648,0.00020041465759277344,4868.0
9,0.682741105556488,24340,21780,0.10152339935302734,0.0009982585906982422,5,42,mask,8,0.3,0.26399985852508107,0.8360864043235778,0.027619123458862305,0.00020031929016113282,4868.0
10,0.9060913920402527,24340,21780,0.10855650901794434,0.0010137557983398438,5,42,mask,8,0.3,0.23159729578594998,0.8941550135612488,0.028632974624633788,0.00019993782043457032,4868.0
11,0.9162436723709106,24340,21780,0.10552978515625,0.00099945068359375,5,42,mask,8,0.3,0.23296394578004884,0.8895806789398193,0.02580738067626953,0.0004001617431640625,4868.0
12,0.9162436723709106,24340,21780,0.10301017761230469,0.0009987354278564453,5,42,mask,8,0.3,0.2038416291245057,0.8989834785461426,0.027202033996582033,0.0,4868.0
13,0.9162436723709106,24340,21780,0.10351300239562988,0.0009980201721191406,5,42,mask,8,0.3,0.1821223776214762,0.9252858996391297,0.028999471664428712,0.0,4868.0
14,0.9467005133628845,24340,21780,0.10352444648742676,0.0009996891021728516,5,42,mask,8,0.3,0.16550007531232422,0.9552731990814209,0.02760000228881836,0.0,4868.0
15,0.9644669890403748,24340,21780,0.10753798484802246,0.0,5,42,mask,8,0.3,0.15401862890919935,0.9570520877838135,0.030228185653686523,0.0,4868.0
16,0.989847719669342,24340,21780,0.09952449798583984,0.0,5,42,mask,8,0.3,0.14448126538063777,0.9786531209945679,0.02701601982116699,0.0005019664764404297,4868.0
17,0.989847719669342,24340,21780,0.09600687026977539,0.0009992122650146484,5,42,mask,8,0.3,0.1251987985553033,0.9757306337356567,0.026599979400634764,0.0,4868.0
18,0.9923858046531677,24340,21780,0.09951543807983398,0.0009999275207519531,5,42,mask,8,0.3,0.12147357100348688,0.9856416702270507,0.026803874969482423,0.0,4868.0
19,0.9949238300323486,24340,21780,0.1025233268737793,0.0,5,42,mask,8,0.3,0.0909163312368767,0.9895807027816772,0.029201602935791014,0.0,4868.0
20,1.0,24340,21780,0.10153460502624512,0.0009996891021728516,5,42,mask,8,0.3,0.10185225726953759,0.9885641574859619,0.0271209716796875,0.0,4868.0
