round,acc,bytes_up,bytes_down,round_time,agg_time,active_clients,seed,secure_mode,num_clients,dropout_prob,avg_train_loss,avg_train_accuracy,avg_train_time,avg_sec_time,avg_client_bytes_up
1,0.5786802172660828,24340,21780,8.294175148010254,0.0030002593994140625,5,42,none,8,0.3,0.5554636204863745,0.7064803123474122,0.04611086845397949,0.0,4868.0
2,0.682741105556488,24340,21780,0.12152886390686035,0.001999378204345703,5,42,none,8,0.3,0.4505884723030173,0.8254129767417908,0.02771763801574707,0.0,4868.0
3,0.682741105556488,24340,21780,0.11152791976928711,0.0,5,42,none,8,0.3,0.435605111343282,0.8062261819839478,0.027411890029907227,0.0,4868.0
4,0.682741105556488,24340,21780,0.12252616882324219,0.0010001659393310547,5,42,none,8,0.3,0.411674830692393,0.8034307479858398,0.029119062423706054,0.00019998550415039061,4868.0
5,0.682741105556488,24340,21780,0.10252594947814941,0.0009999275207519531,5,42,none,8,0.3,0.39205081153476407,0.8015247821807862,0.02840399742126465,0.0,4868.0
6,0.682741105556488,24340,21780,0.10951519012451172,0.0009989738464355469,5,42,none,8,0.3,0.3808283138911333,0.7763659477233886,0.027602195739746094,0.0,4868.0
7,0.682741105556488,24340,21780,0.10000085830688477,0.0010013580322265625,5,42,none,8,0.3,0.34941799747633356,0.7810673475265503,0.030200958251953125,0.0,4868.0
8,0.682741105556488,24340,21780,0.09652423858642578,0.0009987354278564453,5,42,none,8,0.3,0.27322220265051156,0.8303684949874878,0.028516435623168947,0.0,4868.0
9,0.682741105556488,24340,21780,0.10152435302734375,0.0009982585906982422,5,42,none,8,0.3,0.2553055228658371,0.8195679903030395,0.027203750610351563,0.0,4868.0
10,0.700507640838623,24340,21780,0.10600113868713379,0.0,5,42,none,8,0.3,0.26659600380074416,0.8365946531295776,0.027799558639526368,0.0,4868.0
11,0.7538071274757385,24340,21780,0.10453033447265625,0.0,5,42,none,8,0.3,0.2218815232550174,0.8884371042251586,0.03319735527038574,0.00019974708557128905,4868.0
12,0.9746192693710327,24340,21780,0.1025242805480957,0.0009987354278564453,5,42,none,8,0.3,0.21748296791330227,0.9303684830665588,0.027417612075805665,0.0,4868.0
13,0.9390863180160522,24340,21780,0.10352373123168945,0.0010006427764892578,5,42,none,8,0.3,0.1775552711254305,0.9762388706207276,0.02770848274230957,0.0,4868.0
14,1.0,24340,21780,0.1145169734954834,0.0010008811950683594,5,42,none,8,0.3,0.1816894611530716,0.9874205827713013,0.028801441192626953,0.0,4868.0
15,0.9923858046531677,24340,21780,0.1315288543701172,0.0009996891021728516,5,42,none,8,0.3,0.15859046634688992,0.9935196876525879,0.03661432266235352,0.0,4868.0
16,1.0,24340,21780,0.12400102615356445,0.0010004043579101562,5,42,none,8,0.3,0.15279048231952225,0.9961880445480347,0.031199121475219728,0.0,4868.0
17,1.0,24340,21780,0.12752199172973633,0.0009992122650146484,5,42,none,8,0.3,0.11973012240965682,0.9958068609237671,0.03500046730041504,0.0,4868.0
18,1.0,24340,21780,0.11118292808532715,0.0,5,42,none,8,0.3,0.13532295033496625,0.9961880564689636,0.028777360916137695,0.00020036697387695312,4868.0
19,1.0,24340,21780,0.10352659225463867,0.0009989738464355469,5,42,none,8,0.3,0.11561252817113941,0.9959339141845703,0.031918573379516604,0.0,4868.0
20,1.0,24340,21780,0.0995187759399414,0.0010001659393310547,5,42,none,8,0.3,0.11821693369723488,0.995044469833374,0.028001832962036132,0.00019960403442382814,4868.0
