variant,n_rounds,mean_acc,std_acc,final_acc,mean_uplink_bytes,std_uplink_bytes,mean_downlink_bytes,std_downlink_bytes,mean_round_time,std_round_time
ckks_baseline,20,0.8767557203769684,0.07970850201953764,0.9903308153152466,24340.0,0.0,21780.0,0.0,0.6435832023620606,2.0474165651366474
ckks_clip,20,0.9034732788801193,0.08430418926432807,0.998218834400177,24340.0,0.0,21780.0,0.0,1.531947422027588,3.492777029451144
ckks_quant,20,0.8785114467144013,0.07462399903524966,0.9860050678253174,24340.0,0.0,21780.0,0.0,2.1580878615379335,6.657973580530554
ckks_clip_quant,20,0.8934351116418838,0.08554575708017643,0.9989821910858154,24340.0,0.0,21780.0,0.0,1.7177322030067443,4.108175238058237
ckks_clip_quant_comp,20,0.9000381678342819,0.084472981591429,0.9987277388572692,24340.0,0.0,21780.0,0.0,2.0841394901275634,6.897712275259626
