mode,auc,auc,best_attack_acc,best_attack_acc
,mean,std,mean,std
ckks,0.5,0.0,0.5,0.0
mask,0.6238186666666667,0.02795857201885201,0.61,0.017776388834631195
none,0.6479093333333333,0.03198019120226353,0.6213333333333333,0.023437861108329277
